id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
1479,urban,4,0.07,60,daylight,clear,True,False,morning,False,True,1,0.15
1480,rural,2,0.36,45,dim,foggy,False,True,morning,False,True,0,0.18
1481,rural,2,0.51,25,night,clear,False,False,afternoon,False,False,1,0.25
1482,urban,2,0.03,70,daylight,clear,False,False,morning,True,False,1,0.17
1483,rural,2,0.31,35,daylight,rainy,True,False,morning,False,False,1,0.22
1484,highway,2,0.24,25,dim,foggy,False,True,morning,True,True,2,0.16
1485,urban,2,0.39,35,daylight,foggy,True,True,morning,True,True,1,0.23
1486,urban,1,0.37,70,dim,clear,False,True,evening,False,False,0,0.39
1487,highway,4,0.26,70,dim,rainy,False,True,evening,False,False,0,0.4
1488,urban,1,0.92,35,night,foggy,True,True,morning,True,True,0,0.5
1489,highway,3,0.91,60,dim,clear,True,False,afternoon,True,True,0,0.48
1490,urban,1,0.34,25,dim,clear,False,False,morning,True,True,1,0.23
1491,highway,1,0.73,60,dim,rainy,False,True,afternoon,True,False,0,0.57
1492,highway,4,0.63,35,dim,foggy,False,True,morning,False,False,2,0.27
1493,urban,3,0.75,25,dim,foggy,True,False,evening,True,True,0,0.49
1494,rural,3,0.23,25,dim,rainy,False,True,morning,True,True,2,0.18
1495,urban,1,0.44,45,dim,foggy,True,False,evening,True,False,0,0.27
1496,rural,3,0.15,45,daylight,clear,False,True,morning,True,False,1,0.06
1497,highway,1,0.74,70,dim,clear,False,True,morning,True,True,1,0.48
1498,highway,3,0.14,25,night,foggy,False,False,afternoon,True,False,0,0.28
1499,highway,3,0.87,35,night,clear,False,True,morning,True,False,1,0.56
1500,rural,3,0.17,35,daylight,rainy,False,True,morning,False,True,0,0.18
1501,rural,4,0.58,45,dim,foggy,True,True,morning,False,True,2,0.3
1502,urban,1,0.43,60,night,rainy,False,True,afternoon,False,True,1,0.68
1503,highway,3,0.61,70,daylight,foggy,False,False,afternoon,False,True,0,0.49
1504,highway,3,0.07,35,daylight,rainy,False,True,afternoon,True,False,1,0.11
1505,urban,1,0.15,25,night,foggy,True,False,afternoon,True,True,2,0.2
1506,urban,1,0.17,25,daylight,clear,False,False,afternoon,False,True,0,0.08
1507,rural,2,0.77,35,night,rainy,True,True,afternoon,True,False,2,0.51
1508,highway,3,0.52,35,daylight,rainy,True,False,evening,True,True,2,0.15
1509,urban,3,0.18,25,night,foggy,True,True,morning,True,True,0,0.38
1510,highway,2,0.49,25,night,foggy,False,False,afternoon,False,True,2,0.41
1511,urban,1,0.52,45,night,clear,True,True,evening,True,True,2,0.41
1512,urban,3,0.63,70,night,foggy,False,False,afternoon,True,False,1,0.66
1513,urban,2,0.03,45,night,clear,True,True,afternoon,False,True,1,0.14
1514,rural,1,0.38,70,night,clear,True,False,evening,True,False,2,0.53
1515,highway,2,0.68,35,daylight,foggy,True,False,afternoon,False,False,0,0.27
1516,highway,1,0.56,45,daylight,foggy,False,True,afternoon,True,True,1,0.29
1517,rural,2,0.25,60,daylight,rainy,True,True,morning,True,True,1,0.29
1518,highway,3,0.32,60,dim,foggy,False,False,morning,True,True,1,0.39
1519,highway,1,0.35,70,daylight,foggy,True,False,evening,True,True,1,0.41
1520,rural,2,0.36,35,dim,rainy,False,False,afternoon,False,False,1,0.15
1521,urban,3,0.69,60,daylight,clear,True,False,afternoon,False,True,1,0.39
1522,urban,3,0.73,35,night,foggy,True,False,morning,True,True,1,0.59
1523,urban,3,0.73,70,dim,rainy,True,False,afternoon,False,False,3,0.6
1524,highway,2,0.72,25,daylight,rainy,False,True,afternoon,True,False,0,0.33
1525,highway,3,0.53,45,daylight,rainy,False,False,afternoon,True,False,1,0.25
1526,urban,1,0.27,45,night,foggy,True,False,evening,False,False,1,0.2
1527,urban,2,0.04,25,night,clear,True,True,afternoon,False,False,2,0.19
1528,highway,2,0.73,45,dim,foggy,True,True,evening,False,True,1,0.43
1529,rural,1,0.04,45,dim,rainy,False,True,morning,False,False,3,0.08
1530,highway,4,0.51,25,dim,clear,True,False,morning,True,True,2,0.06
1531,highway,2,0.18,35,night,clear,True,False,morning,True,False,1,0.31
1532,highway,1,0.85,60,daylight,clear,False,False,evening,True,True,1,0.53
1533,highway,2,0.51,45,daylight,foggy,True,True,morning,False,False,2,0.25
1534,rural,3,0.25,25,night,clear,True,False,afternoon,False,True,1,0.24
1535,urban,1,0.62,60,dim,rainy,True,False,evening,True,False,0,0.36
1536,highway,1,0.75,70,night,clear,True,True,morning,True,True,3,0.75
1537,rural,4,0.29,35,night,foggy,True,True,morning,False,False,1,0.33
1538,urban,1,0.25,35,night,foggy,False,False,morning,False,True,2,0.49
1539,highway,4,0.63,45,daylight,clear,False,False,evening,True,True,1,0.11
1540,highway,1,0.63,60,daylight,rainy,False,True,morning,True,True,1,0.42
1541,rural,1,0.76,60,daylight,clear,True,True,morning,False,False,0,0.49
1542,highway,3,0.09,70,dim,foggy,False,False,morning,True,False,1,0.27
1543,urban,4,0.72,25,dim,clear,True,False,afternoon,True,False,0,0.24
1544,urban,2,0.74,35,dim,foggy,False,False,afternoon,False,True,1,0.3
1545,urban,1,0.47,70,daylight,clear,True,False,evening,True,False,2,0.36
1546,highway,2,0.07,60,dim,foggy,False,False,morning,False,True,1,0.32
1547,urban,4,0.97,45,night,clear,False,False,afternoon,False,True,4,0.7
1548,rural,3,0.97,25,dim,clear,True,False,morning,False,True,0,0.31
1549,rural,3,0.84,25,night,foggy,True,False,evening,True,False,2,0.69
1550,urban,3,0.94,45,daylight,rainy,False,True,afternoon,True,True,2,0.35
1551,rural,1,0.74,35,dim,foggy,True,True,afternoon,False,True,0,0.41
1552,highway,4,0.7,35,night,clear,True,True,evening,False,True,2,0.46
1553,highway,1,0.74,25,night,rainy,False,True,afternoon,False,False,0,0.46
1554,highway,3,0.46,25,dim,foggy,False,True,morning,False,False,0,0.29
1555,rural,3,0.44,45,night,rainy,False,False,morning,True,True,2,0.46
1556,rural,1,0.81,25,night,clear,True,True,afternoon,True,True,0,0.37
1557,urban,3,0.83,35,dim,foggy,True,True,morning,False,False,2,0.47
1558,urban,1,0.13,60,dim,rainy,True,False,evening,False,False,1,0.33
1559,urban,2,0.58,35,night,rainy,False,False,afternoon,True,False,0,0.57
1560,rural,2,0.24,70,night,clear,True,True,evening,True,True,0,0.44
1561,urban,1,0.22,70,dim,clear,False,False,afternoon,False,True,2,0.26
1562,urban,1,0.47,70,daylight,clear,True,True,afternoon,False,False,2,0.39
1563,highway,1,0.85,25,dim,rainy,True,True,morning,False,True,0,0.34
1564,urban,4,0.38,45,daylight,rainy,False,False,afternoon,False,True,2,0.21
1565,rural,2,0.43,60,dim,rainy,True,True,morning,True,False,2,0.38
1566,highway,1,0.03,45,dim,foggy,False,False,afternoon,True,True,1,0.06
1567,rural,4,0.63,60,daylight,foggy,True,False,evening,False,True,1,0.48
1568,urban,1,0.4,35,daylight,foggy,False,False,evening,True,False,1,0.29
1569,highway,4,0.25,60,dim,foggy,True,False,morning,False,False,1,0.38
1570,rural,1,0.62,35,night,rainy,True,True,afternoon,False,False,3,0.6
1571,highway,3,0.21,70,dim,rainy,True,True,morning,True,True,2,0.43
1572,urban,2,0.37,35,dim,clear,True,True,morning,True,True,1,0.05
1573,rural,1,0.24,35,daylight,clear,True,True,afternoon,False,True,1,0.12
1574,highway,3,0.1,25,night,rainy,False,False,morning,True,False,2,0.34
1575,rural,4,0.7,60,night,clear,False,False,morning,False,False,1,0.61
1576,urban,3,0.48,70,dim,rainy,True,False,evening,True,False,2,0.4
1577,urban,1,0.14,70,daylight,foggy,True,True,afternoon,True,False,2,0.34
1578,urban,1,0.12,70,dim,clear,True,True,afternoon,True,True,0,0.12
1579,highway,4,0.06,60,daylight,foggy,True,False,evening,True,False,2,0.33
1580,highway,2,0.82,60,dim,clear,False,True,afternoon,False,False,2,0.45
1581,rural,4,0.59,45,night,foggy,False,True,morning,True,True,1,0.45
1582,urban,4,0.84,45,daylight,rainy,True,True,morning,True,False,0,0.41
1583,rural,3,0.66,35,dim,foggy,False,False,morning,True,True,3,0.52
1584,highway,2,0.72,25,daylight,foggy,True,True,morning,False,True,2,0.32
1585,highway,3,0.53,25,night,clear,True,False,afternoon,True,True,1,0.36
1586,highway,2,0.39,70,dim,rainy,False,True,afternoon,True,False,1,0.42
1587,highway,1,0.28,25,dim,rainy,False,False,evening,False,False,0,0.19
1588,urban,1,0.78,70,night,clear,False,True,evening,False,False,0,0.6
1589,rural,3,0.24,35,daylight,foggy,False,True,morning,False,False,1,0.15
1590,rural,4,0.38,35,dim,clear,False,True,evening,False,False,0,0.12
1591,urban,3,0.07,45,night,foggy,False,True,evening,False,False,0,0.4
1592,urban,2,0.76,45,daylight,foggy,False,True,evening,False,True,1,0.3
1593,rural,2,0.92,25,daylight,foggy,False,True,morning,True,True,1,0.36
1594,highway,3,0.39,45,daylight,clear,False,False,evening,True,True,0,0.06
1595,rural,3,0.46,70,daylight,clear,True,False,afternoon,False,True,2,0.34
1596,highway,1,0.42,35,dim,clear,False,False,morning,False,False,1,0.12
1597,urban,2,0.57,35,night,clear,True,True,morning,False,True,3,0.47
1598,rural,2,0.17,70,daylight,rainy,False,True,afternoon,True,True,2,0.29
1599,highway,4,0.14,70,dim,foggy,True,True,morning,False,False,0,0.39
1600,urban,1,0.57,25,daylight,clear,True,False,evening,True,True,0,0.17
1601,urban,4,0.87,45,daylight,foggy,True,True,afternoon,False,False,3,0.45
1602,highway,2,0.31,25,daylight,foggy,True,True,evening,True,True,0,0.22
1603,urban,3,0.42,45,dim,rainy,True,True,morning,True,False,2,0.2
1604,highway,3,0.03,60,night,foggy,True,False,morning,True,True,2,0.48
1605,highway,4,0.51,45,dim,clear,False,False,morning,True,True,2,0.08
1606,highway,1,0.09,70,dim,clear,False,False,morning,False,False,0,0.21
1607,rural,2,0.33,25,dim,clear,True,True,morning,True,True,2,0.16
1608,highway,1,0.99,25,daylight,rainy,False,True,afternoon,True,True,1,0.32
1609,urban,4,0.6,60,night,foggy,True,False,morning,False,False,1,0.6
1610,highway,2,0.85,60,dim,foggy,True,True,morning,False,False,2,0.61
1611,rural,4,0.54,25,night,clear,True,True,evening,False,False,1,0.37
1612,rural,3,0.43,70,dim,rainy,False,True,evening,True,False,1,0.37
1613,highway,2,0.24,25,night,rainy,True,False,morning,True,False,0,0.2
1614,urban,2,0.29,35,night,rainy,False,True,afternoon,False,False,1,0.4
1615,rural,1,0.76,25,night,foggy,True,False,afternoon,True,False,3,0.61
1616,highway,1,0.1,25,daylight,rainy,False,False,afternoon,False,True,1,0.11
1617,highway,1,0.61,45,night,clear,True,False,evening,True,True,3,0.43
1618,highway,4,0.8,45,night,clear,True,False,afternoon,True,False,2,0.36
1619,urban,2,0.93,70,daylight,foggy,True,False,afternoon,False,True,3,0.62
1620,rural,1,0.94,35,daylight,clear,True,False,morning,False,True,1,0.3
1621,urban,2,0.31,35,dim,clear,True,True,morning,True,False,2,0.07
1622,rural,1,0.3,45,daylight,clear,True,True,evening,True,True,1,0.07
1623,urban,3,0.09,45,dim,rainy,False,False,morning,True,True,1,0.05
1624,rural,4,0.43,45,daylight,rainy,False,True,morning,True,False,2,0.19
1625,highway,3,0.9,25,night,clear,True,False,afternoon,True,False,3,0.62
1626,urban,4,0.52,70,night,foggy,False,True,evening,False,False,0,0.72
1627,highway,4,0.09,35,dim,foggy,True,True,evening,True,True,1,0.12
1628,highway,2,0.29,60,dim,foggy,True,True,evening,True,False,2,0.1
1629,highway,4,0.16,25,night,foggy,False,True,afternoon,True,True,0,0.28
1630,rural,1,0.43,70,dim,foggy,True,False,morning,True,False,1,0.41
1631,rural,3,0.57,45,night,clear,True,False,afternoon,False,False,0,0.35
1632,highway,1,0.56,45,night,rainy,True,False,morning,True,True,2,0.53
1633,rural,3,0.6,60,night,clear,False,False,evening,False,False,1,0.54
1634,urban,3,0.27,45,night,rainy,True,True,evening,True,True,1,0.45
1635,highway,1,0.72,35,dim,rainy,True,True,afternoon,True,True,2,0.25
1636,rural,2,0.47,45,dim,rainy,False,False,evening,True,False,2,0.27
1637,urban,2,0.87,25,dim,foggy,False,True,evening,False,True,0,0.4
1638,urban,2,0.4,45,dim,foggy,False,False,morning,False,True,2,0.23
1639,rural,1,0.55,45,daylight,clear,True,False,evening,False,False,1,0.17
1640,urban,3,0.51,25,dim,foggy,False,True,afternoon,False,False,2,0.23
1641,highway,4,0.23,70,dim,rainy,False,False,evening,False,False,0,0.38
1642,urban,1,0.5,45,dim,foggy,False,True,evening,False,False,1,0.18
1643,urban,4,0.28,25,dim,foggy,False,False,evening,True,False,1,0.19
1644,rural,2,0.87,35,night,foggy,True,True,morning,True,True,3,0.68
1645,rural,3,0.79,60,dim,foggy,True,False,morning,True,True,1,0.58
1646,urban,1,0.67,35,night,clear,False,False,afternoon,True,True,2,0.36
1647,urban,2,0.06,45,dim,rainy,False,False,afternoon,False,False,1,0.13
1648,rural,2,0.62,45,night,rainy,True,False,morning,True,True,1,0.56
1649,highway,3,0.75,25,daylight,foggy,True,True,evening,True,False,0,0.39
1650,highway,4,0.72,45,dim,clear,False,False,morning,False,False,0,0.25
1651,urban,3,0.47,70,dim,rainy,False,True,afternoon,False,False,0,0.47
1652,highway,2,0.99,60,daylight,foggy,False,False,evening,True,False,2,0.48
1653,rural,3,0.85,60,night,clear,False,False,afternoon,False,False,0,0.56
1654,rural,2,0.26,35,night,clear,True,True,morning,False,False,1,0.27
1655,highway,1,0.77,45,daylight,clear,False,True,morning,False,True,2,0.18
1656,rural,1,0.89,25,night,foggy,True,True,afternoon,True,False,2,0.57
1657,rural,1,0.43,70,dim,rainy,False,True,afternoon,False,True,0,0.53
1658,highway,3,0.04,70,daylight,clear,True,True,morning,True,False,1,0.24
1659,urban,3,0.46,35,daylight,rainy,False,True,morning,True,True,1,0.24
1660,rural,4,0.12,35,daylight,foggy,False,True,evening,False,False,0,0.16
1661,highway,4,0.4,35,daylight,foggy,True,True,morning,True,True,1,0.28
1662,highway,3,0.28,45,night,foggy,False,False,morning,True,True,2,0.46
1663,highway,3,0.58,60,daylight,rainy,False,True,morning,True,False,1,0.38
1664,highway,4,0.23,25,night,clear,True,False,morning,True,False,2,0.31
1665,rural,3,0.67,70,night,clear,False,True,morning,False,False,2,0.59
1666,highway,1,0.32,25,night,rainy,True,False,evening,True,True,1,0.44
1667,rural,1,0.24,25,dim,rainy,False,False,evening,False,True,1,0.19
1668,highway,1,0.48,60,dim,clear,True,True,afternoon,True,True,1,0.3
1669,urban,4,0.4,35,dim,foggy,False,False,morning,True,False,1,0.21
1670,rural,2,0.27,45,dim,foggy,False,True,morning,True,False,1,0.21
1671,highway,4,0.23,45,night,foggy,False,False,evening,True,False,2,0.24
1672,highway,3,0.03,35,night,rainy,True,False,afternoon,True,False,0,0.28
1673,urban,4,0.87,60,daylight,foggy,True,True,afternoon,False,True,0,0.61
1674,urban,2,0.82,60,daylight,rainy,False,False,morning,True,False,0,0.53
1675,rural,2,0.75,25,night,rainy,False,False,afternoon,True,True,0,0.5
1676,urban,1,0.25,70,daylight,foggy,True,False,afternoon,False,True,2,0.35
1677,urban,2,0.66,45,night,foggy,False,False,afternoon,False,False,2,0.53
1678,urban,2,0.68,60,daylight,rainy,True,True,evening,True,True,1,0.5
1679,rural,2,0.92,60,dim,clear,True,False,morning,False,False,3,0.51
1680,highway,3,0.44,70,daylight,foggy,True,False,afternoon,False,True,0,0.48
1681,rural,3,0.43,25,dim,foggy,False,False,evening,False,True,1,0.29
1682,urban,3,0.39,35,dim,clear,False,False,morning,False,False,2,0.14
1683,urban,4,0.06,45,night,clear,True,False,morning,True,True,1,0.31
1684,rural,4,0.62,35,night,rainy,False,True,morning,True,False,0,0.57
1685,rural,2,0.52,35,daylight,clear,True,True,afternoon,False,True,0,0.14
1686,urban,3,0.7,60,dim,foggy,True,False,evening,True,True,3,0.59
1687,urban,4,0.63,45,night,foggy,True,False,morning,False,False,1,0.47
1688,highway,4,0.75,60,dim,clear,False,True,afternoon,False,True,2,0.36
1689,highway,2,0.61,25,dim,rainy,False,True,afternoon,True,False,0,0.24
1690,urban,4,0.05,60,night,clear,False,True,evening,True,False,1,0.35
1691,highway,3,0.79,25,night,clear,False,True,evening,False,True,2,0.42
1692,rural,3,0.94,45,dim,rainy,False,True,afternoon,True,False,1,0.41
1693,rural,3,0.8,60,night,rainy,True,False,afternoon,True,False,1,0.69
1694,rural,3,0.22,35,night,clear,False,False,afternoon,False,False,1,0.32
1695,rural,2,0.26,45,night,foggy,True,True,afternoon,True,True,0,0.36
1696,rural,2,0.08,25,daylight,clear,True,True,afternoon,False,True,0,0.16
1697,rural,3,0.1,60,daylight,foggy,True,False,evening,False,False,1,0.35
1698,urban,3,0.53,45,night,rainy,False,True,evening,True,False,2,0.51
1699,rural,4,0.54,25,daylight,foggy,True,False,evening,False,True,2,0.31
1700,urban,2,0.43,35,night,clear,True,True,afternoon,False,False,0,0.26
1701,highway,4,0.77,35,night,clear,False,True,evening,False,False,2,0.42
1702,rural,1,0.7,60,night,foggy,True,False,evening,False,True,2,0.72
1703,urban,3,0.58,60,daylight,foggy,False,True,afternoon,True,False,1,0.42
1704,urban,4,0.4,35,night,clear,False,False,afternoon,True,True,2,0.2
1705,urban,4,0.39,45,daylight,clear,True,True,afternoon,True,True,0,0.08
1706,urban,4,0.67,25,daylight,rainy,True,True,afternoon,False,False,1,0.41
1707,rural,1,0.43,60,dim,clear,False,False,afternoon,False,True,2,0.33
1708,urban,4,0.45,60,daylight,rainy,False,True,afternoon,False,True,0,0.45
1709,highway,3,0.4,45,daylight,foggy,True,True,evening,False,True,0,0.15
1710,urban,4,0.08,35,dim,foggy,False,True,afternoon,True,True,1,0.16
1711,highway,3,0.79,35,daylight,rainy,False,True,evening,False,True,3,0.46
1712,urban,1,0.54,45,night,foggy,False,True,evening,True,True,3,0.61
1713,highway,4,0.94,25,daylight,rainy,False,True,morning,True,False,0,0.31
1714,rural,1,0.8,35,daylight,clear,True,False,evening,False,False,0,0.21
1715,highway,2,0.86,35,dim,clear,True,True,evening,True,True,2,0.36
1716,highway,1,0.56,35,dim,foggy,False,True,evening,False,True,3,0.32
1717,rural,4,0.65,45,night,foggy,False,False,morning,True,False,0,0.45
1718,rural,4,0.59,45,night,clear,False,False,morning,True,False,1,0.33
1719,highway,2,0.58,25,daylight,rainy,False,True,morning,False,True,2,0.35
1720,urban,3,0.75,45,night,clear,True,True,evening,True,True,1,0.37
1721,urban,2,0.45,45,night,foggy,False,False,evening,True,False,2,0.45
1722,highway,4,0.17,45,night,rainy,False,True,afternoon,False,True,2,0.26
1723,rural,1,0.16,70,dim,foggy,True,False,morning,False,False,2,0.4
1724,rural,1,0.53,60,night,foggy,True,False,morning,True,False,0,0.72
1725,highway,2,0.7,45,dim,clear,True,True,morning,False,True,1,0.23
1726,highway,2,0.68,25,dim,clear,False,False,afternoon,False,True,1,0.27
1727,rural,3,0.85,25,night,foggy,True,True,afternoon,True,False,0,0.52
1728,urban,4,0.52,35,daylight,clear,False,False,afternoon,True,True,1,0.18
1729,highway,4,0.54,45,daylight,foggy,False,True,afternoon,True,True,1,0.23
1730,highway,2,0.53,60,daylight,foggy,True,True,evening,True,False,1,0.47
1731,rural,4,0.53,60,daylight,foggy,True,False,evening,True,True,1,0.43
1732,rural,3,0.43,25,night,rainy,False,True,afternoon,True,True,0,0.38
1733,highway,3,0.23,25,dim,clear,False,False,morning,False,False,2,0.13
1734,rural,4,0.63,45,daylight,clear,True,True,morning,False,False,1,0.12
1735,highway,4,0.27,45,daylight,rainy,True,False,afternoon,False,False,0,0.22
1736,rural,4,0.34,45,dim,clear,False,True,evening,True,True,0,0.07
1737,highway,1,0.84,70,daylight,foggy,True,True,morning,False,False,0,0.61
1738,urban,2,0.53,45,dim,clear,False,False,afternoon,True,True,2,0.21
1739,rural,3,0.17,25,night,foggy,False,False,afternoon,False,True,0,0.29
1740,rural,2,0.64,60,dim,clear,True,False,evening,True,True,2,0.45
1741,highway,3,0.89,45,daylight,clear,False,False,morning,True,False,1,0.33
1742,highway,2,0.68,45,dim,rainy,False,True,evening,False,False,2,0.33
1743,highway,3,0.37,25,daylight,clear,False,True,afternoon,True,True,1,0.09
1744,rural,1,0.82,35,night,foggy,False,True,morning,False,False,1,0.59
1745,highway,1,0.59,25,dim,foggy,True,True,morning,False,False,1,0.29
1746,rural,3,0.46,45,dim,rainy,True,True,afternoon,True,False,2,0.31
1747,urban,3,0.37,70,night,foggy,True,False,evening,False,False,0,0.64
1748,highway,2,0.71,45,daylight,rainy,False,True,evening,True,False,2,0.38
1749,highway,3,0.64,45,daylight,clear,False,True,afternoon,True,True,2,0.13
1750,highway,4,0.11,35,dim,clear,False,True,morning,True,False,1,0.08
1751,highway,1,0.7,25,dim,rainy,False,True,afternoon,False,True,0,0.26
1752,urban,3,0.87,45,daylight,clear,True,True,morning,True,True,2,0.31
1753,highway,3,0.59,35,dim,clear,True,True,evening,True,False,0,0.21
1754,highway,3,0.45,60,daylight,foggy,True,True,evening,True,True,0,0.37
1755,highway,1,0.24,35,daylight,foggy,True,False,afternoon,True,True,2,0.13
1756,highway,3,0.24,45,dim,rainy,True,True,evening,True,False,1,0.25
1757,urban,3,0.7,35,dim,rainy,True,True,afternoon,True,False,2,0.43
1758,urban,3,0.12,45,dim,foggy,False,False,morning,True,True,2,0.11
1759,rural,1,0.03,70,daylight,rainy,True,False,afternoon,False,True,2,0.37
1760,urban,3,0.28,25,dim,foggy,False,True,morning,False,True,2,0.18
1761,highway,1,0.03,60,night,foggy,True,False,afternoon,False,True,1,0.43
1762,highway,2,0.78,35,night,rainy,True,True,evening,False,False,2,0.57
1763,highway,3,0.68,60,dim,clear,True,False,evening,True,True,2,0.36
1764,urban,2,0.53,45,daylight,rainy,False,True,afternoon,False,True,0,0.3
1765,rural,3,0.43,25,dim,foggy,True,True,morning,False,True,2,0.21
1766,urban,4,0.29,25,daylight,foggy,True,False,evening,False,True,1,0.23
1767,highway,1,0.88,25,daylight,clear,False,False,evening,True,False,0,0.29
1768,urban,4,0.92,60,dim,foggy,True,True,afternoon,False,False,1,0.54
1769,highway,1,0.2,35,night,foggy,False,True,afternoon,False,False,2,0.37
1770,urban,3,0.62,60,night,clear,False,True,evening,True,False,3,0.66
1771,highway,3,0.51,70,dim,rainy,True,False,morning,False,True,1,0.49
1772,rural,1,0.84,60,night,clear,False,True,afternoon,False,True,0,0.54
1773,urban,1,0.49,45,dim,foggy,True,True,evening,True,True,0,0.16
1774,highway,4,0.42,70,dim,rainy,False,True,morning,True,True,2,0.44
1775,urban,1,0.63,25,daylight,foggy,False,False,evening,False,True,0,0.39
1776,rural,2,0.54,70,night,foggy,False,True,morning,False,True,4,0.7
1777,rural,3,0.6,70,dim,rainy,False,False,morning,True,True,0,0.56
1778,rural,4,0.57,60,dim,rainy,True,True,morning,False,False,2,0.38
1779,rural,4,0.88,35,daylight,clear,True,True,evening,True,False,3,0.39
1780,urban,4,0.28,70,night,clear,True,False,evening,True,True,1,0.45
1781,rural,4,0.24,35,dim,foggy,True,True,evening,False,True,0,0.19
1782,highway,1,0.23,35,daylight,foggy,False,True,evening,False,False,1,0.16
1783,rural,3,0.81,35,night,rainy,True,True,morning,False,True,2,0.62
1784,highway,3,0.25,70,daylight,foggy,True,True,morning,False,False,1,0.45
1785,urban,4,0.2,60,daylight,rainy,False,False,afternoon,False,False,1,0.37
1786,urban,1,0.46,45,daylight,clear,False,False,evening,False,False,1,0.18
1787,highway,3,0.94,25,dim,rainy,False,False,evening,False,True,2,0.35
1788,highway,1,0.84,45,dim,foggy,False,False,afternoon,True,False,1,0.41
1789,highway,3,0.73,45,night,foggy,True,False,evening,False,True,1,0.58
1790,urban,4,0.14,60,night,clear,True,False,morning,False,False,1,0.4
1791,rural,4,0.14,25,night,rainy,False,False,afternoon,False,True,1,0.32
1792,highway,3,0.43,25,night,foggy,False,False,morning,False,True,2,0.46
1793,rural,1,0.98,60,daylight,foggy,False,True,evening,False,False,3,0.6
1794,highway,2,0.12,60,daylight,rainy,True,False,afternoon,False,True,1,0.39
1795,urban,1,0.13,35,daylight,clear,True,True,afternoon,False,True,2,0.11
1796,rural,1,0.69,60,night,foggy,True,False,evening,False,True,1,0.73
1797,highway,3,0.57,25,daylight,foggy,True,False,morning,False,True,0,0.22
1798,rural,1,0.72,45,dim,clear,False,True,morning,False,False,1,0.18
1799,urban,2,0.42,45,dim,clear,False,True,afternoon,True,True,2,0.14
1800,highway,2,0.01,45,daylight,clear,True,False,afternoon,False,True,2,0.01
1801,urban,1,0.71,60,night,foggy,True,True,evening,False,False,3,0.78
1802,highway,2,0.27,35,dim,clear,False,False,afternoon,False,False,0,0.13
1803,highway,2,0.41,70,daylight,clear,True,True,afternoon,False,True,2,0.32
1804,highway,4,0.79,25,daylight,foggy,True,True,evening,True,False,1,0.37
1805,rural,3,0.2,35,daylight,rainy,False,False,afternoon,False,True,1,0.13
1806,rural,4,0.33,45,night,rainy,True,True,evening,False,False,0,0.36
1807,highway,3,0.46,70,daylight,foggy,True,False,evening,True,True,1,0.46
1808,urban,1,0.71,35,daylight,rainy,True,False,morning,False,True,3,0.46
1809,highway,3,0.64,60,night,foggy,True,True,afternoon,False,False,3,0.82
1810,highway,2,0.33,35,night,rainy,True,False,afternoon,True,True,0,0.42
1811,highway,4,0.46,60,daylight,foggy,False,False,evening,False,False,2,0.44
1812,highway,3,0.31,60,daylight,clear,False,True,morning,True,True,1,0.27
1813,highway,4,0.67,45,night,clear,True,True,afternoon,True,True,0,0.34
1814,urban,1,0.63,45,night,foggy,True,False,morning,True,False,1,0.58
1815,rural,4,0.31,35,daylight,rainy,False,False,evening,True,True,1,0.25
1816,urban,1,0.67,60,daylight,rainy,True,True,evening,False,False,1,0.53
1817,rural,4,0.84,60,daylight,rainy,True,False,evening,True,False,1,0.57
1818,rural,1,0.26,45,daylight,rainy,False,False,afternoon,True,False,1,0.15
1819,rural,3,0.86,60,dim,rainy,False,False,morning,True,True,1,0.57
1820,rural,1,0.32,35,daylight,clear,True,False,afternoon,True,False,0,0.12
1821,highway,3,0.27,45,night,foggy,False,False,morning,True,True,0,0.45
1822,rural,2,0.77,60,dim,foggy,True,True,morning,False,True,2,0.59
1823,highway,1,0.58,70,dim,foggy,False,True,evening,False,False,1,0.51
1824,highway,3,0.61,25,daylight,foggy,False,True,afternoon,False,False,3,0.43
1825,urban,4,0.34,45,daylight,foggy,True,True,afternoon,False,True,2,0.19
1826,highway,4,0.97,45,night,clear,False,True,morning,True,False,2,0.5
1827,highway,2,0.69,25,dim,foggy,False,False,morning,True,True,1,0.28
1828,urban,3,0.11,45,night,rainy,False,True,afternoon,True,False,1,0.2
1829,highway,2,0.79,35,dim,rainy,True,True,evening,False,True,0,0.35
1830,highway,4,0.01,35,dim,foggy,True,True,evening,False,False,1,0.15
1831,urban,2,0.77,45,daylight,rainy,False,False,morning,True,False,1,0.33
1832,rural,3,0.03,35,dim,rainy,True,False,morning,True,True,2,0.21
1833,urban,2,0.84,25,daylight,foggy,False,False,morning,False,False,2,0.43
1834,urban,1,0.53,70,daylight,rainy,True,True,afternoon,True,True,1,0.54
1835,rural,4,0.19,25,dim,foggy,False,True,afternoon,False,True,1,0.22
1836,rural,4,0.39,45,daylight,clear,False,True,morning,True,False,2,0.05
1837,urban,1,0.82,60,dim,foggy,True,True,morning,False,False,0,0.58
1838,rural,2,0.93,60,night,clear,True,True,afternoon,True,False,1,0.67
1839,highway,3,0.8,35,night,rainy,False,True,afternoon,True,True,1,0.48
1840,rural,2,0.53,25,dim,rainy,False,True,morning,False,True,2,0.29
